"id","bug.id","treatment","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","suc.ovp","date.3","mass.3","date.in.hs","time.in.hs","time.hs","time.ths1.ovp","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","num.unem","load","date.end","mass.end","mongo.age","mongo.mass","instar.end","diss.wasp","diss.wasp.stage","mel","wand","pup","mass.wand","date.wand","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.em.j","date.ecl.j","date.end.j","date.wand.j","died","time.ovp.dec","time.in.hs.dec","time.hs.dec","time.ths1.ovp.dec","time.out.hs.dec","hr.hs","day.hs","tt3","inst3","tt4","inst4","tt5","ttem","ttend","ttem.w","ttecl","dt.coc","mass.end.all","class","ttend.all","ttwand"
46,"25.10_para_42.4_46","para",25,10,42,4,NA,"1/28/18","2/2/18",12:29:00,1,NA,"2/2/18",64.43,"2/2/18",12:35:00,13:00:00,"0:31","2/5/18",19:20:00,"2/6/18",142.2,"2/12/18",608.49,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/26/18",13933.58,1,0,6,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. molted into 6th instar 2/20/18, weight = 3439.91",NA,0,28,33,33,33,36,37,43,0,NA,57,NA,"0",12.4833333333333,12.5833333333333,13,0.516666666666667,19.3333333333333,78.75,3.28125,5,4,9,6,15,NA,29,NA,NA,NA,13933.58,"mongo",29,NA
47,"25.10_para_40.1_47","para",25,10,40,1,NA,"1/28/18","2/2/18",10:46:00,1,NA,"2/2/18",53.29,"2/2/18",10:52:00,13:00:00,"2:14","2/2/18",19:10:00,"2/5/18",260.29,"2/9/18",1059.37,"2/15/18",5,0,2598.82,4,4,0,"2/22/18",4,75,79,NA,NA,NA,NA,NA,1,"all",1,0,NA,NA,NA,"mass 4 and 5 taken in pm","found wasp larvae from young 1sts through to 2nds that look ready to emerge. Also found some melanized plaques. some larvae had mel on them, and seemed maybe entangled in tissues. many larvae looked small and shrunken",0,28,33,33,33,33,36,40,46,53,0,NA,"0",10.7666666666667,10.8666666666667,13,2.23333333333333,19.1666666666667,8.3,0.345833333333333,5,3,8,4,12,18,NA,13,20,7,2598.82,"em",18,NA
49,"25.10_para_40.2_49","para",25,10,40,2,NA,"1/28/18","2/2/18",11:17:00,1,NA,"2/2/18",79.02,"2/2/18",11:24:00,13:00:00,"1:43","2/3/18",18:05:00,"2/6/18",168.87,"2/11/18",616.14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/25/18",1323.88,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,34,37,42,0,NA,56,NA,"0",11.2833333333333,11.4,13,1.71666666666667,18.0833333333333,30.6833333333333,1.27847222222222,5,4,9,5,14,NA,28,NA,NA,NA,1323.88,"mongo",28,NA
51,"25.10_para_40.3_51","para",25,10,40,3,NA,"1/28/18","2/2/18",11:42:00,1,NA,"2/2/18",43.72,"2/2/18",11:49:00,13:00:00,"1:18","2/4/18",19:30:00,"2/5/18",238.82,"2/9/18",1350.25,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",16796.23,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,35,36,40,0,NA,54,NA,"0",11.7,11.8166666666667,13,1.3,19.5,55.6833333333333,2.32013888888889,5,3,8,4,12,NA,26,NA,NA,NA,16796.23,"mongo",26,NA
52,"25.10_para_42.3_52","para",25,10,42,3,NA,"1/28/18","2/2/18",12:00:00,2,NA,"2/2/18",59.45,"2/2/18",12:08:00,13:00:00,"1:00","2/4/18",19:30:00,"2/5/18",269.18,"2/9/18",1335.21,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",15976.06,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,35,36,40,0,NA,54,NA,"0",12,12.1333333333333,13,1,19.5,55.3666666666667,2.30694444444444,5,3,8,4,12,NA,26,NA,NA,NA,15976.06,"mongo",26,NA
53,"25.10_para_40.4_53","para",25,10,40,4,NA,"1/28/18","2/2/18",12:14:00,1,NA,"2/2/18",48.98,"2/2/18",12:22:00,13:00:00,"0:46","2/5/18",19:20:00,"2/5/18",335.79,"2/9/18",1328.18,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",10715.01,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.2333333333333,12.3666666666667,13,0.766666666666667,19.3333333333333,78.9666666666667,3.29027777777778,5,3,8,4,12,NA,26,NA,NA,NA,10715.01,"mongo",26,NA
54,"25.10_para_42.4_54","para",25,10,42,4,NA,"1/28/18","2/2/18",12:28:00,1,NA,"2/2/18",53.98,"2/2/18",12:35:00,13:00:00,"0:32","2/5/18",19:20:00,"2/5/18",180.77,"2/9/18",1259.02,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",15428.34,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.4666666666667,12.5833333333333,13,0.533333333333333,19.3333333333333,78.75,3.28125,5,3,8,4,12,NA,26,NA,NA,NA,15428.34,"mongo",26,NA
55,"25.10_para_40.1_55","para",25,10,40,1,NA,"1/28/18","2/2/18",10:45:00,1,NA,"2/2/18",47.51,"2/2/18",10:52:00,13:00:00,"2:15","2/2/18",19:10:00,"2/6/18",198.34,"2/11/18",1000.34,"2/16/18",5,0,2168.99,38,33,5,"2/21/18",30,NA,38,NA,NA,NA,NA,NA,1,"all",1,0,NA,NA,NA,"mass 4 taken in pm","wasp larvae a mix from small 1sts to 2nds that looked ready to emerge. Lots of mel plaque in tissues--unclear what was mel eggs, and what was from wasp em--also sat out a bit too long before dissecting",0,28,33,33,33,33,37,42,47,52,0,NA,"0",10.75,10.8666666666667,13,2.25,19.1666666666667,8.3,0.345833333333333,5,4,9,5,14,19,NA,14,19,5,2168.99,"em",19,NA
57,"25.10_para_40.2_57","para",25,10,40,2,NA,"1/28/18","2/2/18",11:16:00,1,NA,"2/2/18",66.03,"2/2/18",11:24:00,13:00:00,"1:44","2/3/18",18:05:00,"2/7/18",127.05,"2/13/18",431.35,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",12193.29,1,0,6,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. molted into 6th instar 2/21/18, weight = 1390.09",NA,0,28,33,33,33,34,38,44,0,NA,66,NA,"0",11.2666666666667,11.4,13,1.73333333333333,18.0833333333333,30.6833333333333,1.27847222222222,5,5,10,6,16,NA,38,NA,NA,NA,12193.29,"mongo",38,NA
58,"25.10_para_42.2_58","para",25,10,42,2,NA,"1/28/18","2/2/18",11:30:00,1,NA,"2/2/18",72.98,"2/2/18",11:36:00,13:00:00,"1:30","2/3/18",18:05:00,"2/5/18",296.6,"2/9/18",1497.31,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",11566.77,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,34,36,40,0,NA,54,NA,"0",11.5,11.6,13,1.5,18.0833333333333,30.4833333333333,1.27013888888889,5,3,8,4,12,NA,26,NA,NA,NA,11566.77,"mongo",26,NA
59,"25.10_para_40.3_59","para",25,10,40,3,NA,"1/28/18","2/2/18",11:41:00,1,NA,"2/2/18",78.16,"2/2/18",11:49:00,13:00:00,"1:19","2/4/18",19:30:00,"2/5/18",344.13,"2/10/18",1809.95,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/24/18",10744.65,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,35,36,41,0,NA,55,NA,"0",11.6833333333333,11.8166666666667,13,1.31666666666667,19.5,55.6833333333333,2.32013888888889,5,3,8,5,13,NA,27,NA,NA,NA,10744.65,"mongo",27,NA
60,"25.10_para_42.3_60","para",25,10,42,3,NA,"1/28/18","2/2/18",11:56:00,1,NA,"2/2/18",77.1,"2/2/18",12:08:00,13:00:00,"1:04","2/4/18",19:30:00,"2/5/18",138.83,"2/9/18",692.33,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",11767.96,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,35,36,40,0,NA,54,NA,"0",11.9333333333333,12.1333333333333,13,1.06666666666667,19.5,55.3666666666667,2.30694444444444,5,3,8,4,12,NA,26,NA,NA,NA,11767.96,"mongo",26,NA
61,"25.10_para_40.4_61","para",25,10,40,4,NA,"1/28/18","2/2/18",12:12:00,1,NA,"2/2/18",51.65,"2/2/18",12:22:00,13:00:00,"0:48","2/5/18",19:20:00,"2/6/18",121,"2/11/18",431.84,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/25/18",781.73,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,36,37,42,0,NA,56,NA,"0",12.2,12.3666666666667,13,0.8,19.3333333333333,78.9666666666667,3.29027777777778,5,4,9,5,14,NA,28,NA,NA,NA,781.73,"mongo",28,NA
62,"25.10_para_42.4_62","para",25,10,42,4,NA,"1/28/18","2/2/18",12:27:00,1,NA,"2/2/18",75.32,"2/2/18",12:35:00,13:00:00,"0:33","2/5/18",19:20:00,"2/5/18",388.67,"2/9/18",1436.65,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",14074.79,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.45,12.5833333333333,13,0.55,19.3333333333333,78.75,3.28125,5,3,8,4,12,NA,26,NA,NA,NA,14074.79,"mongo",26,NA
63,"25.10_para_40.1_63","para",25,10,40,1,NA,"1/28/18","2/2/18",10:45:00,1,NA,"2/2/18",56.22,"2/2/18",10:52:00,13:00:00,"2:15","2/2/18",19:10:00,"2/6/18",373.72,"2/11/18",1226.78,"2/16/18",5,0,2504.1,24,21,3,"2/22/18",18,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,33,37,42,47,53,0,NA,"0",10.75,10.8666666666667,13,2.25,19.1666666666667,8.3,0.345833333333333,5,4,9,5,14,19,NA,14,20,6,2504.1,"em",19,NA
64,"25.10_para_42.1_64","para",25,10,42,1,NA,"1/28/18","2/2/18",10:57:00,1,NA,"2/2/18",47.38,"2/2/18",11:07:00,13:00:00,"2:03","2/2/18",19:10:00,"2/6/18",171.47,"2/11/18",725.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/25/18",1426.88,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm. cuticle removed from 5th prolegs after molt to 4th and 5th. bled during molt to 4th.",NA,0,28,33,33,33,33,37,42,0,NA,56,NA,"0",10.95,11.1166666666667,13,2.05,19.1666666666667,8.05,0.335416666666667,5,4,9,5,14,NA,28,NA,NA,NA,1426.88,"mongo",28,NA
65,"25.10_para_40.2_65","para",25,10,40,2,NA,"1/28/18","2/2/18",11:14:00,2,NA,"2/2/18",44.28,"2/2/18",11:24:00,13:00:00,"1:46","2/3/18",18:05:00,"2/6/18",312.84,"2/11/18",1112.85,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/25/18",1961.33,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,34,37,42,0,NA,56,NA,"0",11.2333333333333,11.4,13,1.76666666666667,18.0833333333333,30.6833333333333,1.27847222222222,5,4,9,5,14,NA,28,NA,NA,NA,1961.33,"mongo",28,NA
66,"25.10_para_42.2_66","para",25,10,42,2,NA,"1/28/18","2/2/18",11:28:00,1,NA,"2/2/18",46.35,"2/2/18",11:36:00,13:00:00,"1:32","2/3/18",18:05:00,"2/6/18",241.49,"2/11/18",2279.67,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/25/18",16561.56,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,34,37,42,0,NA,56,NA,"0",11.4666666666667,11.6,13,1.53333333333333,18.0833333333333,30.4833333333333,1.27013888888889,5,4,9,5,14,NA,28,NA,NA,NA,16561.56,"mongo",28,NA
67,"25.10_para_40.3_67","para",25,10,40,3,NA,"1/28/18","2/2/18",11:40:00,1,NA,"2/2/18",58.6,"2/2/18",11:49:00,13:00:00,"1:20","2/4/18",19:30:00,"2/6/18",366.86,"2/11/18",2532.24,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/25/18",15333.29,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,35,37,42,0,NA,56,NA,"0",11.6666666666667,11.8166666666667,13,1.33333333333333,19.5,55.6833333333333,2.32013888888889,5,4,9,5,14,NA,28,NA,NA,NA,15333.29,"mongo",28,NA
68,"25.10_para_42.3_68","para",25,10,42,3,NA,"1/28/18","2/2/18",11:55:00,1,NA,"2/2/18",58.63,"2/2/18",12:08:00,13:00:00,"1:05","2/4/18",19:30:00,"2/5/18",222.01,"2/10/18",1177.98,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/24/18",14753.5,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,35,36,41,0,NA,55,NA,"0",11.9166666666667,12.1333333333333,13,1.08333333333333,19.5,55.3666666666667,2.30694444444444,5,3,8,5,13,NA,27,NA,NA,NA,14753.5,"mongo",27,NA
69,"25.10_para_40.4_69","para",25,10,40,4,NA,"1/28/18","2/2/18",12:12:00,1,NA,"2/2/18",69.65,"2/2/18",12:22:00,13:00:00,"0:48","2/5/18",19:20:00,"2/5/18",298.35,"2/9/18",2016.14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",22101.96,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.2,12.3666666666667,13,0.8,19.3333333333333,78.9666666666667,3.29027777777778,5,3,8,4,12,NA,26,NA,NA,NA,22101.96,"mongo",26,NA
70,"25.10_para_42.4_70","para",25,10,42,4,NA,"1/28/18","2/2/18",12:25:00,1,NA,"2/2/18",56.33,"2/2/18",12:35:00,13:00:00,"0:35","2/5/18",19:20:00,"2/5/18",280.81,"2/9/18",1694.97,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"2/15/18","horn bled at ovp. mass 5 taken in pm. wandered 2/15/18. Frozen for dissection",NA,0,28,33,33,33,36,36,40,0,NA,0,46,"0",12.4166666666667,12.5833333333333,13,0.583333333333333,19.3333333333333,78.75,3.28125,5,3,8,4,12,NA,NA,NA,NA,NA,NA,"wand",18,18
71,"25.10_para_40.1_71","para",25,10,40,1,NA,"1/28/18","2/2/18",10:43:00,1,NA,"2/2/18",70.32,"2/2/18",10:52:00,13:00:00,"2:17","2/2/18",19:10:00,"2/5/18",261.58,"2/10/18",1236.61,"2/16/18",5,0,2465.83,6,6,0,"2/22/18",6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,33,36,41,47,53,0,NA,"0",10.7166666666667,10.8666666666667,13,2.28333333333333,19.1666666666667,8.3,0.345833333333333,5,3,8,5,13,19,NA,14,20,6,2465.83,"em",19,NA
73,"25.10_para_40.2_73","para",25,10,40,2,NA,"1/28/18","2/2/18",11:13:00,1,NA,"2/2/18",51.63,"2/2/18",11:24:00,13:00:00,"1:47","2/3/18",18:05:00,"2/6/18",175.92,"2/11/18",1497.96,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/25/18",10611.79,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,34,37,42,0,NA,56,NA,"0",11.2166666666667,11.4,13,1.78333333333333,18.0833333333333,30.6833333333333,1.27847222222222,5,4,9,5,14,NA,28,NA,NA,NA,10611.79,"mongo",28,NA
74,"25.10_para_42.2_74","para",25,10,42,2,NA,"1/28/18","2/2/18",11:27:00,1,NA,"2/2/18",57.97,"2/2/18",11:36:00,13:00:00,"1:33","2/3/18",18:05:00,"2/5/18",294.82,"2/10/18",1622.42,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/24/18",15792.77,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,34,36,41,0,NA,55,NA,"0",11.45,11.6,13,1.55,18.0833333333333,30.4833333333333,1.27013888888889,5,3,8,5,13,NA,27,NA,NA,NA,15792.77,"mongo",27,NA
75,"25.10_para_40.3_75","para",25,10,40,3,NA,"1/28/18","2/2/18",11:38:00,1,NA,"2/2/18",54.53,"2/2/18",11:49:00,13:00:00,"1:22","2/4/18",19:30:00,"2/5/18",339.95,"2/9/18",1653.97,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",17035.67,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,35,36,40,0,NA,54,NA,"0",11.6333333333333,11.8166666666667,13,1.36666666666667,19.5,55.6833333333333,2.32013888888889,5,3,8,4,12,NA,26,NA,NA,NA,17035.67,"mongo",26,NA
76,"25.10_para_42.3_76","para",25,10,42,3,NA,"1/28/18","2/2/18",11:54:00,1,NA,"2/2/18",55.12,"2/2/18",12:08:00,13:00:00,"1:06","2/4/18",19:30:00,"2/5/18",246.1,"2/11/18",1921.63,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/25/18",13639.42,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,35,36,42,0,NA,56,NA,"0",11.9,12.1333333333333,13,1.1,19.5,55.3666666666667,2.30694444444444,5,3,8,6,14,NA,28,NA,NA,NA,13639.42,"mongo",28,NA
77,"25.10_para_40.4_77","para",25,10,40,4,NA,"1/28/18","2/2/18",12:11:00,2,NA,"2/2/18",57.56,"2/2/18",12:22:00,13:00:00,"0:49","2/5/18",19:20:00,"2/5/18",301.09,"2/10/18",1238.72,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/24/18",4403.46,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,36,36,41,0,NA,55,NA,"0",12.1833333333333,12.3666666666667,13,0.816666666666667,19.3333333333333,78.9666666666667,3.29027777777778,5,3,8,5,13,NA,27,NA,NA,NA,4403.46,"mongo",27,NA
78,"25.10_para_42.4_78","para",25,10,42,4,NA,"1/28/18","2/2/18",12:25:00,1,NA,"2/2/18",51.13,"2/2/18",12:35:00,13:00:00,"0:35","2/5/18",19:20:00,"2/7/18",188.71,"2/13/18",512.14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/27/18",977.95,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,36,38,44,0,NA,58,NA,"0",12.4166666666667,12.5833333333333,13,0.583333333333333,19.3333333333333,78.75,3.28125,5,5,10,6,16,NA,30,NA,NA,NA,977.95,"mongo",30,NA
79,"25.10_para_40.1_79","para",25,10,40,1,NA,"1/28/18","2/2/18",10:42:00,1,NA,"2/2/18",53.08,"2/2/18",10:52:00,13:00:00,"2:18","2/2/18",19:10:00,"2/6/18",248.01,NA,NA,"2/16/18",4,0,882.99,9,8,1,"2/22/18",6,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,33,33,33,33,37,NA,47,53,0,NA,"0",10.7,10.8666666666667,13,2.3,19.1666666666667,8.3,0.345833333333333,5,4,9,NA,NA,19,NA,14,20,6,882.99,"em",19,NA
80,"25.10_para_42.1_80","para",25,10,42,1,NA,"1/28/18","2/2/18",10:55:00,1,NA,"2/2/18",44.34,"2/2/18",11:07:00,13:00:00,"2:05","2/2/18",19:10:00,"2/5/18",195.18,"2/9/18",1129.06,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",3679.24,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,33,36,40,0,NA,54,NA,"0",10.9166666666667,11.1166666666667,13,2.08333333333333,19.1666666666667,8.05,0.335416666666667,5,3,8,4,12,NA,26,NA,NA,NA,3679.24,"mongo",26,NA
82,"25.10_para_42.2_82","para",25,10,42,2,NA,"1/28/18","2/2/18",11:26:00,1,NA,"2/2/18",43.82,"2/2/18",11:36:00,13:00:00,"1:34","2/3/18",18:05:00,"2/5/18",227.56,"2/9/18",1087.55,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",12084.72,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,34,36,40,0,NA,54,NA,"0",11.4333333333333,11.6,13,1.56666666666667,18.0833333333333,30.4833333333333,1.27013888888889,5,3,8,4,12,NA,26,NA,NA,NA,12084.72,"mongo",26,NA
83,"25.10_para_40.3_83","para",25,10,40,3,NA,"1/28/18","2/2/18",11:38:00,1,NA,"2/2/18",51.1,"2/2/18",11:49:00,13:00:00,"1:22","2/4/18",19:30:00,"2/5/18",262.7,"2/9/18",1091.19,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",16275.29,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,35,36,40,0,NA,54,NA,"0",11.6333333333333,11.8166666666667,13,1.36666666666667,19.5,55.6833333333333,2.32013888888889,5,3,8,4,12,NA,26,NA,NA,NA,16275.29,"mongo",26,NA
84,"25.10_para_42.3_84","para",25,10,42,3,NA,"1/28/18","2/2/18",11:53:00,1,NA,"2/2/18",66.04,"2/2/18",12:08:00,13:00:00,"1:07","2/4/18",19:30:00,"2/5/18",289.07,"2/9/18",1452.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",15842.39,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,35,36,40,0,NA,54,NA,"0",11.8833333333333,12.1333333333333,13,1.11666666666667,19.5,55.3666666666667,2.30694444444444,5,3,8,4,12,NA,26,NA,NA,NA,15842.39,"mongo",26,NA
85,"25.10_para_40.4_85","para",25,10,40,4,NA,"1/28/18","2/2/18",12:10:00,1,NA,"2/2/18",68.03,"2/2/18",12:22:00,13:00:00,"0:50","2/5/18",19:20:00,"2/5/18",98.92,"2/10/18",372.32,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/24/18",1733.1,1,0,6,NA,NA,NA,0,NA,NA,NA,"head capsule damaged at ovp. mass at 4th weighed pm. molted to 6th instar 2/18/18. Mass: 1153.35. removed cuticle from 4-5th prolegs after molt to 6th",NA,0,28,33,33,33,36,36,41,0,NA,55,NA,"0",12.1666666666667,12.3666666666667,13,0.833333333333333,19.3333333333333,78.9666666666667,3.29027777777778,5,3,8,5,13,NA,27,NA,NA,NA,1733.1,"mongo",27,NA
86,"25.10_para_42.4_86","para",25,10,42,4,NA,"1/28/18","2/2/18",12:23:00,1,NA,"2/2/18",77.78,"2/2/18",12:35:00,13:00:00,"0:37","2/5/18",19:20:00,"2/5/18",220.6,"2/9/18",952.27,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",13958.22,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.3833333333333,12.5833333333333,13,0.616666666666667,19.3333333333333,78.75,3.28125,5,3,8,4,12,NA,26,NA,NA,NA,13958.22,"mongo",26,NA
88,"25.10_para_0.0_88","para",25,10,0,0,NA,"1/28/18","2/3/18",11:24:00,1,NA,"2/3/18",43.07,NA,NA,NA,NA,NA,NA,"2/7/18",196.07,"2/12/18",1066.85,"2/17/18",5,0,1340.54,108,97,11,"2/23/18",91,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,34,34,NA,NA,38,43,48,54,0,NA,"0",11.4,NA,NA,NA,NA,NA,NA,6,4,10,5,15,20,NA,14,20,6,1340.54,"em",20,NA
91,"25.10_para_42.1_91","para",25,10,42,1,NA,"1/29/18","2/3/18",10:59:00,1,NA,"2/3/18",69.39,"2/3/18",11:00:00,13:00:00,"2:01","2/3/18",18:05:00,"2/7/18",187.54,"2/12/18",779.72,"2/17/18",5,1,1333.13,3,3,0,"2/23/18",2,7,10,NA,NA,NA,NA,NA,1,"2",0.5,0,NA,NA,NA,"mass 4 taken in pm","found 1 wasp larvae that was trying to emerge. All others were small 2nds (maybe firsts?) Not of the size to emerge, had not retracted hind gut",0,29,34,34,34,34,38,43,48,54,0,NA,"0",10.9833333333333,11,13,2.01666666666667,18.0833333333333,7.08333333333333,0.295138888888889,5,4,9,5,14,19,NA,14,20,6,1333.13,"em",19,NA
92,"25.10_para_40.3_92","para",25,10,40,3,NA,"1/28/18","2/3/18",11:06:00,1,NA,"2/3/18",54.11,"2/3/18",11:12:00,13:00:00,"1:54","2/5/18",19:20:00,"2/7/18",300.57,"2/12/18",2018.72,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/26/18",13490.76,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,34,34,34,36,38,43,0,NA,57,NA,"0",11.1,11.2,13,1.9,19.3333333333333,56.1333333333333,2.33888888888889,6,4,10,5,15,NA,29,NA,NA,NA,13490.76,"mongo",29,NA
95,"25.10_para_42.3_95","para",25,10,42,3,NA,"1/28/18","2/3/18",11:11:00,2,NA,"2/3/18",44.58,"2/3/18",11:12:00,13:00:00,"1:49","2/5/18",19:20:00,"2/7/18",246.29,"2/12/18",1404.87,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/26/18",13859.88,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,28,34,34,34,36,38,43,0,NA,57,NA,"0",11.1833333333333,11.2,13,1.81666666666667,19.3333333333333,56.1333333333333,2.33888888888889,6,4,10,5,15,NA,29,NA,NA,NA,13859.88,"mongo",29,NA
96,"25.10_para_42.4_96","para",25,10,42,4,NA,"1/27/18","2/3/18",11:20:00,2,NA,"2/3/18",45.12,"2/3/18",11:24:00,13:00:00,"1:40","2/6/18",21:00:00,"2/6/18",134.73,"2/9/18",391.53,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11830.26,"2/21/18","head capsule damaged during ovp. mass 4 and 5 taken in pm. molted to 6th 2/13/18. Mass: 1744.46. wandered 2/21/18. Mass: 11830.26 Frozen for dissection.",NA,0,27,34,34,34,37,37,40,0,NA,0,52,"0",11.3333333333333,11.4,13,1.66666666666667,21,81.6,3.4,7,3,10,3,13,NA,NA,NA,NA,NA,11830.26,"wand",25,25
